Bptf	Cbfa2t3h	Erg	Ets1	Ets2	Etv6	Fli1	Gata1	Gata2	Gata3	Gfi1b	Hhex	Hoxa5	Hoxa9	Hoxb4	Ikzf1	Ldb1	Lmo2	Lyl1	Meis1	Mitf	Myb	Nfe2	Nkx2.3	Notch	Pbx1	Prdm16	Runx1	Smarcc1	Tal1	Tcf7
HSC_150neg_049	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0
HSC_150neg_283	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0
HSC_150neg_220	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0
HSC34_286	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC_150neg_043	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0
HSC34_305	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC_SP_203	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0
HSC34_216	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HSC_150neg_227	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0
HSC48_033	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0
HSC_150neg_242	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
HSC_150neg_179	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0
HSC_150neg_177	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0
HSC_150neg_015	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC_150_079	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0
HSC_SP_169	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0
HSC_150neg_026	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0
HSC34_282	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0
HSC_150neg_072	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0
HSC_150neg_029	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0
HSC34_212	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0
HSC_150neg_201	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0
HSC_150neg_005	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0
HSC_150neg_222	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0
MPP_186	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0
HSC34_358	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0
HSC_150neg_081	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0
HSC_150neg_241	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0
HSC34_395	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0
ST-HSC_135	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0
HSC_150neg_063	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1
HSC_150neg_235	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0
ST-HSC_037	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0
LMPP_045	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0
HSC_150_046	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
HSC_150neg_038	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0
ST-HSC_058	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0
HSC48_154	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
ST-HSC_063	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC_150neg_234	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0
HSC34_326	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0
HSC34_269	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0
HSC_150neg_032	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0
HSC48_207	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
HSC48_176	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC34_412	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1
HSC_150neg_036	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0
HSC_150neg_261	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0
HSC_150neg_256	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0
HSC_150neg_050	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0
ST-HSC_061	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
ST-HSC_094	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC_150neg_085	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0
HSC_150_116	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0
HSC_150neg_197	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0
HSC_150neg_096	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0
HSC48_187	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0
HSC_150neg_099	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0
HSC34_271	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
MPP_150	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
MPP_012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
HSC_150neg_226	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0
MPP_014	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0
HSC_150neg_265	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
HSC_150neg_218	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0
HSC34_243	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
HSC_150neg_136	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	0
HSC_150neg_144	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0
HSC_150neg_060	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
HSC_150neg_093	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0
ST-HSC_118	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0
MPP_189	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0
ST-HSC_062	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0
HSC34_372	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0
ST-HSC_035	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
ST-HSC_145	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
ST-HSC_204	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
HSC34_404	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0
HSC_150neg_188	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0
ST-HSC_019	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
ST-HSC_172	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0
LMPP_156	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC_150neg_216	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0
MPP_101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ST-HSC_050	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0
HSC34_314	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
HSC_150neg_022	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0
MPP_031	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
ST-HSC_092	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
LMPP_143	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
ST-HSC_067	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
ST-HSC_161	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
HSC_150neg_164	1	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0
MPP_025	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0
ST-HSC_052	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
ST-HSC_038	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0
HSC34_367	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC34_256	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
HSC34_341	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0
HSC_150neg_054	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0
ST-HSC_131	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0
HSC34_380	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0
HSC_150neg_244	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0
MPP_099	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
CMP_086	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0
HSC34_376	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0
HSC48_172	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
LMPP_025	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0
HSC_SP_008	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
ST-HSC_051	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
LMPP_137	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0
HSC_150neg_142	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0
HSC_150neg_267	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
MPP_056	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
HSC34_247	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC34_332	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0
LMPP_174	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
CMP_020	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
MPP_097	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
MPP_202	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0
ST-HSC_197	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
HSC34_231	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
MPP_140	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1
CMP_078	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0
MPP_024	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
MPP_125	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
MPP_157	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0
MPP_113	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0
LMPP_202	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0
HSC34_347	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
ST-HSC_153	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0
LMPP_190	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0
CMP_093	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_153	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC34_280	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0
HSC_150neg_270	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0
ST-HSC_180	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
MPP_158	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
MPP_036	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
CMP_120	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0
HSC34_410	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
HSC34_310	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
ST-HSC_139	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0
ST-HSC_189	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0
LMPP_188	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
LMPP_198	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
ST-HSC_005	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
HSC34_297	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0
ST-HSC_158	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
LMPP_085	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
GMP_154	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0
MPP_015	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0
MPP_026	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0
MPP_138	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
HSC34_304	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_110	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
HSC34_398	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_192	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0
MPP_149	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0
CMP_172	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0
LMPP_191	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
LMPP_175	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0
ST-HSC_179	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
ST-HSC_042	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
MPP_033	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0
HSC34_288	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0
ST-HSC_031	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0
ST-HSC_104	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0
GMP_097	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_200	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0
MPP_204	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
LMPP_115	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
LMPP_052	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
HSC34_289	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0
MPP_068	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0
LMPP_078	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
MPP_136	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0
LMPP_142	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
HSC48_030	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0
CMP_025	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0
ST-HSC_036	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0
GMP_203	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0
LMPP_126	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
ST-HSC_041	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
LMPP_201	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
LMPP_210	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0
ST-HSC_198	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0
MPP_061	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
MPP_190	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MPP_004	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0
MPP_054	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
ST-HSC_138	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
GMP_068	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
LMPP_194	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
ST-HSC_177	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0
LMPP_036	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
ST-HSC_077	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
